,0,1,2,3,4,5
31,101.0,93.0,117.15062696493855,109.67303389409653,115.82976330965347,110.45522967490874
32,132.0,123.0,113.19564153799334,114.21408664606594,113.9678980902658,116.3595418603098
33,104.0,112.0,118.34123819707008,109.49556485688754,119.50494806810886,108.9051067564188
34,117.0,119.0,110.76355189710682,114.168127549576,111.56160978337046,114.16758629231965
35,114.0,121.0,113.73793151611943,110.89630042551771,114.74488444701451,111.89807777552994
36,102.0,109.0,110.74036121873124,113.14151699456754,112.40814096965896,115.4610782545279
37,115.0,116.0,117.49725629934048,111.33000979926423,120.43602221768914,116.07911147273896
38,116.0,102.0,118.15955701000753,111.00725687098756,117.89245606035284,112.41204354135387
39,96.0,116.0,115.49702218888756,110.70903194518654,118.44282888801817,113.03586157634703
40,98.0,125.0,115.4298191958844,110.62470969087578,118.30443110958572,114.63601990677283
41,126.0,113.0,114.29163193357078,109.94907582624747,114.9427866170371,113.17908156864138
42,124.0,123.0,118.85658870972206,112.6327762881487,121.20570059006718,115.40101933554092
43,126.0,113.0,115.22508690279322,111.6833408239651,117.50616838776224,114.42681828795237
44,113.0,89.0,116.1801289695505,115.58705341108055,114.7336067972114,116.66828155588199
45,123.0,102.0,115.83748277883731,109.12232902308317,115.98625220360171,110.92841485559747
46,115.0,111.0,115.40107808982873,112.55784152295844,114.54005832995084,112.91243096287987
47,121.0,115.0,115.17207678235485,112.99903605677363,115.11103618867983,112.8779848038931
48,122.0,116.0,116.14990647379206,111.42483403682945,116.3719667567231,112.05967495529335
49,116.0,111.0,114.90239923572301,114.65900485162018,114.08860735662765,116.2169481536792
50,104.0,98.0,117.65778192204502,108.99249680846896,119.84414530658185,111.01872249189637
51,120.0,121.0,116.36422339653757,112.15430062755908,119.98809762789048,116.50311692235807
52,115.0,110.0,114.55225575781033,113.73018101669277,113.49424868289933,113.70926448160891
53,118.0,109.0,115.36150547847046,117.00490395407704,113.02264105049181,115.33068653876235
54,105.0,106.0,111.12047587545672,107.86517536889681,114.51638562227242,110.33733259337966
55,128.0,117.0,116.5361995306493,110.89914992676205,117.6570772639376,112.56961783990931
56,95.0,106.0,116.08920370787519,110.91728830451154,115.88842583653572,111.05968815698475
57,120.0,116.0,115.69562224362589,112.78197250066088,117.68314891144568,113.73344792229689
58,133.0,122.0,114.1901787691363,108.05732877265237,114.29403350993253,111.72023875332646
59,113.0,109.0,113.58008963892752,112.77292093884617,113.56421070935768,115.05257536480498
60,102.0,121.0,110.0816346594312,114.34223617134549,110.0805828165552,111.2747236984419
61,108.0,118.0,118.03290406996213,112.34102454112359,118.80913423510897,115.05932588077799
62,121.0,111.0,115.90126816286671,113.55986261184911,116.15526956538751,113.11100048060747
63,114.0,103.0,116.71244572645668,108.72477665677175,117.43931738491351,108.87235609388186
64,123.0,107.0,115.34862939216809,110.16062323257803,115.63383349230433,114.42076617591802
65,144.0,115.0,113.86577681103307,109.99320821205579,114.63092034054127,115.1901398238625
66,133.0,136.0,115.30357685273223,112.99306354901805,117.3380655270781,115.37768229754893
67,115.0,110.0,116.82887572227132,112.97444313546583,120.541650847599,114.4969888798335
68,124.0,118.0,115.28337175861353,113.01571444454588,117.67661916659247,116.08081037464227
69,110.0,102.0,115.52959242536691,108.68316869404548,114.9638143883201,109.1694586692586
70,107.0,114.0,115.46925574262487,112.89750385055744,115.50832892951595,115.64359894087445
71,111.0,115.0,115.70960335602956,112.37621088180244,118.4569951683885,112.85840726903658
72,129.0,124.0,117.57175480015829,111.76728266063981,120.00263104129088,112.86162027412081
73,112.0,99.0,114.69031499558217,110.5934192378622,114.92077856061667,113.69073851074923
74,123.0,122.0,114.73939824065948,111.79008318196533,112.76348080968785,113.32132021575248
75,97.0,92.0,109.71421627470735,112.59383953153541,111.2400938879189,113.74709989678094
76,111.0,99.0,114.63619709400572,112.5929032903844,114.64900677042117,114.69793877465766
77,117.0,124.0,114.61666147738788,112.36349607692719,114.41282513191854,113.90888563178169
78,131.0,113.0,114.85096172576776,108.21726407827462,116.97755307202985,111.78614994090839
79,100.0,112.0,115.6966486905057,113.3191459090319,116.16693286268504,117.42448980162753
80,128.0,103.0,115.80173918686171,109.05371923062478,116.97465394097361,109.5984606516148
81,113.0,93.0,110.59157617253575,114.94408056047321,112.19850254741365,115.72885878995939
82,121.0,114.0,117.02836622845052,109.61009238481647,116.75938759572016,111.98581060857487
83,133.0,112.0,115.52501385256744,112.98176212893819,118.83758136153463,117.00823338605012
84,82.0,87.0,115.19826364331455,112.3958859622766,118.8362289856272,114.54196684914675
85,112.0,111.0,109.42527433681178,114.5651638328586,111.02978375478742,116.01689268393488
86,128.0,111.0,117.34026819298977,111.1106479283953,119.50045581390368,114.07461661299119
87,123.0,103.0,115.92601256102307,109.92221682825684,115.7506962843744,111.8892347809727
88,121.0,100.0,116.38766169061324,112.92859565102039,117.46553085498984,116.72886173325101
89,118.0,122.0,114.5961883782194,112.82648899588101,115.01775289564247,115.2016152033853
90,111.0,97.0,114.21591098121273,113.19544876580824,115.87995403931576,114.938363829083
91,90.0,105.0,114.20239970693414,109.25367243556254,115.49584075910431,112.85473449110279
92,123.0,124.0,114.1296536697588,110.8524258451331,115.31900366669585,112.10841783714508
93,120.0,128.0,113.48586693040639,112.19132743315083,114.44007002126615,111.85844505332791
94,125.0,119.0,116.477800295203,111.51168753392643,119.69862022609593,115.5526982633915
95,99.0,88.0,112.87228335951725,113.80213090349773,115.49640846793525,114.26363681777492
96,141.0,128.0,117.74135509019423,112.72882137439802,121.44779199518591,113.38946734145925
97,108.0,110.0,112.22691581782188,110.94987649828772,113.24316878567282,113.28145766363295
98,135.0,124.0,114.9053734192493,111.07409554404099,116.85120360304208,114.00669769165643
99,112.0,128.0,112.19948209819155,115.99835128230761,115.03625845854289,117.15990202764941
100,134.0,141.0,111.800995637375,114.51330476180279,113.39517392918192,112.87089541803479
101,142.0,101.0,112.47232834129319,108.009049125122,113.0391492756119,106.3820630443524
102,95.0,111.0,114.61301753735565,110.08744571184539,114.94427833785454,112.07843577135007
103,132.0,129.0,115.83678296009516,111.96422399007534,117.44983272236777,114.35460398425234
104,108.0,111.0,113.54483168423948,110.90714808030756,111.30598504188191,110.6134208446708
105,116.0,119.0,114.89487649653242,113.21866729404336,116.38613657298116,116.43784419126284
106,118.0,106.0,117.85254820503413,109.6606552382982,119.44779616213862,112.13093418300883
107,130.0,110.0,115.7083055228319,112.05578094902826,116.76040194675569,116.08712003947146
108,126.0,108.0,116.39714738650905,111.74213630094034,118.67763546735588,117.21758162160205
109,91.0,114.0,113.55864215867592,112.23700888924245,116.08042762990051,113.58624495887564
110,113.0,122.0,114.69409852982321,112.88096833171379,115.16863735280549,116.44816137143606
111,118.0,112.0,117.00633301180773,109.51530395450645,117.57407119053724,109.95689728127005
112,110.0,112.0,115.44796078699697,113.02178133203157,116.79582083683857,115.14356936430292
113,106.0,125.0,112.56789098217735,113.7298554864024,114.87624855587215,115.59348236526561
114,109.0,117.0,119.09338681858489,113.36849226125581,120.54370447110678,114.31600377839968
115,118.0,114.0,115.69197073396626,110.62303485140897,116.61229880721989,112.57561660104965
116,100.0,99.0,117.37966434140787,111.04217796878146,120.74124399690416,114.44714658711457
117,123.0,97.0,117.08863611841981,113.03196088716096,117.17280792146433,113.93808091937966
118,115.0,109.0,116.35224749296073,111.81899265269413,115.21170519591502,115.66409327803831
119,95.0,107.0,114.5609355579148,111.55908408484194,114.73845515739522,114.25748828024547
120,102.0,93.0,111.613834853456,109.89953960251776,114.10414294493073,111.55870366283804
121,101.0,111.0,109.07704043224274,111.78635538579186,111.7043436198883,114.68654717489127
122,110.0,126.0,114.78494326261387,110.80592760465156,119.52416960868074,114.88551371211909
123,106.0,109.0,113.20350705556115,112.50126387071515,113.52090958926443,113.35276743849172
124,150.0,126.0,114.568716540064,112.52265932366754,113.82217831053893,112.99841756465239
125,121.0,124.0,113.49695341775804,113.38567516796542,115.95304862836535,119.97819484304064
126,119.0,117.0,116.14856673108604,112.22622334183528,118.02137692732468,112.45955753051913
127,92.0,95.0,118.45706775509593,113.49236856836582,119.42414708232543,114.09034131877587
128,119.0,115.0,118.45132232688113,110.02122855245733,122.64029845247595,113.2085641259825
129,119.0,128.0,112.64881827635166,105.7732548239266,115.28230821243949,110.56816142335217
130,116.0,106.0,116.05220654838443,111.4432197074968,117.44224840620876,115.44901580591048
131,104.0,101.0,117.77403404181769,109.77643918084668,118.51691653725177,111.19913147378007
132,122.0,99.0,116.35116635853525,110.14716011115917,118.28724683067071,111.49558232948584
133,130.0,104.0,117.62397814849083,111.97501877986574,117.99955910304597,113.37225491622736
134,123.0,121.0,115.2338581105659,113.07524472337529,115.63675136027044,114.61558923198875
135,126.0,125.0,116.09297580526362,111.00136439860091,113.26048444770281,111.7625063804861
136,119.0,125.0,118.43886569995254,112.21553334060027,121.86395346269697,114.93438077138973
137,105.0,124.0,115.24601077967277,110.01140082364131,116.48801548124173,112.67086900276044
138,105.0,91.0,117.65685488352065,111.72943404449998,119.4132626488833,114.63957197114902
139,132.0,94.0,116.1774480839868,111.88804049609514,118.86677721841933,115.00788985598882
140,103.0,113.0,116.4011746330579,111.2234384750081,118.45581105303454,114.21112605854469
141,110.0,113.0,118.19129658026056,112.51214314742583,121.29653274417512,112.86185916893636
142,111.0,126.0,114.89216566089141,111.41259324473191,118.62673624438835,117.55272686877122
143,114.0,106.0,114.10401866444754,107.47731691511358,116.51217138023506,109.40278834757056
144,143.0,113.0,116.70243415066753,110.69031088758682,121.2488429649354,114.78920693005844
145,99.0,104.0,117.89468315408567,112.06971189344418,118.96643159928098,115.59961569379136
146,106.0,113.0,115.85462207144161,110.54907300062523,117.9525093893709,111.37161848833108
147,108.0,110.0,117.48101911577284,109.87408060427184,118.05676447723478,114.31025596518218
148,101.0,98.0,115.06030179315277,112.81319717250543,116.81692694833745,115.05715297271547
149,134.0,120.0,118.41491468951446,112.59291956236352,121.71047827079602,115.76921777652754
150,112.0,117.0,116.97051362361631,112.83888447391742,118.93328637169907,113.73739095819128
151,113.0,93.0,117.01489728573745,109.10605865949536,118.1685628098647,110.41258905279643
152,126.0,105.0,111.1031794491824,106.94153284902967,113.10511087859402,110.50842219465562
153,110.0,116.0,115.98749930143087,114.43478656098706,111.89998067920534,112.65567889859948
154,120.0,112.0,116.67359346051857,113.14167653541206,118.83280626880666,115.22074047135156
155,126.0,117.0,118.27354532445794,111.38120171002815,120.8152260685732,114.01951776718772
